id,uuid,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
193089719,29e359d2-cc61-4917-a509-ab33b8432e86,2023-12-04 17:48:48-08:00,2023-12-04,2023-12-05 01:48:48 UTC,Pacific Time (US & Canada),5345774,swimcrawlfly,Tina Mills,2023-12-05 02:18:43 UTC,2023-12-06 21:55:02 UTC,research,,https://www.inaturalist.org/observations/193089719,https://static.inaturalist.org/photos/339155318/medium.jpg,,"","",2,0,false,3,"California, US",38.2662182424,-122.7575004732,9,,,,28270,,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
193141025,13336e95-f93e-410b-a035-5ed0c1ae9d58,2023-12-05 10:08:46-08:00,2023-12-05,2023-12-05 18:08:46 UTC,Pacific Time (US & Canada),765515,allyson11,Allyson Dudzinski,2023-12-05 18:12:30 UTC,2023-12-06 05:44:50 UTC,research,,https://www.inaturalist.org/observations/193141025,https://static.inaturalist.org/photos/339234672/medium.jpg,,"","",1,0,false,3,"California, US",37.5860463271,-122.5082453716,762,,,,28388,,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
193151363,d9bc9b24-03c8-468e-badb-f8751969ac94,2023-12-03 08:31:15,2023-12-03,2023-12-03 16:31:15 UTC,Pacific Time (US & Canada),744632,christyne57,Christyne Davidian,2023-12-05 20:29:14 UTC,2024-01-17 18:32:23 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/193151363,https://inaturalist-open-data.s3.amazonaws.com/photos/339255846/medium.jpeg,,"",,2,0,false,2,"California, US",38.2551337657,-122.7648632406,9,,,,28270,,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
193183903,2ee46aaa-e341-47e3-8601-100145d72a3f,2023-12-05 18:24:28-08:00,2023-12-05,2023-12-06 02:24:28 UTC,Pacific Time (US & Canada),3411529,borage4bees,,2023-12-06 03:56:06 UTC,2024-01-17 18:35:35 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/193183903,https://inaturalist-open-data.s3.amazonaws.com/photos/339323309/medium.jpg,,"","",2,0,false,3,"California, US",38.2266417747,-122.7623818972,9,,,,28270,,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
193270027,f8cd213b-86a3-485c-9f7c-f36807de44c9,2023-12-06 18:50:37-08:00,2023-12-06,2023-12-07 02:50:37 UTC,Pacific Time (US & Canada),3411529,borage4bees,,2023-12-07 04:09:52 UTC,2024-01-17 18:39:33 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/193270027,https://inaturalist-open-data.s3.amazonaws.com/photos/339490773/medium.jpg,,"","",2,0,false,3,"California, US",38.2132058224,-122.6833661976,8,,,,28270,,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
193274338,0ae86677-e15a-45ee-83f6-a6d6e224f4a9,2023-12-06 19:29:38-08:00,2023-12-06,2023-12-07 03:29:38 UTC,Pacific Time (US & Canada),838692,ibannist,,2023-12-07 05:36:24 UTC,2024-01-17 18:40:01 UTC,research,,https://www.inaturalist.org/observations/193274338,https://static.inaturalist.org/photos/339499848/medium.jpg,,"","",2,0,false,3,"California, US",38.2566226724,-122.7075727287,10,,,,28270,,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
193275103,5ed868a2-53a8-46f5-bb76-ee89ff76ba12,2023-12-06 19:47:16-08:00,2023-12-06,2023-12-07 03:47:16 UTC,Pacific Time (US & Canada),314738,vireosylva,Phoebe Barnes,2023-12-07 05:48:59 UTC,2025-03-10 22:46:46 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/193275103,https://inaturalist-open-data.s3.amazonaws.com/photos/339501014/medium.jpg,,"","",1,0,false,3,"California, US",36.8582409615,-121.8552944564,6,,,,28476,,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
193275747,9a338e53-a52b-437c-9cdd-077bfcf62c0f,2023-11-14 07:08:21-08:00,2023-11-14,2023-11-14 15:08:21 UTC,Pacific Time (US & Canada),5306559,laurelwrot,,2023-12-07 06:05:09 UTC,2024-03-15 19:41:11 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/193275747,https://inaturalist-open-data.s3.amazonaws.com/photos/339502717/medium.jpg,,"","",1,0,false,3,"California, US",38.308089426,-122.7008476089,5,,,,28270,,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
193380002,085f452e-190e-4137-a33e-02ec3542dc83,2023-12-07 17:39:27,2023-12-07,2023-12-08 01:39:27 UTC,Pacific Time (US & Canada),744632,christyne57,Christyne Davidian,2023-12-08 13:08:07 UTC,2024-01-17 18:43:38 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/193380002,https://inaturalist-open-data.s3.amazonaws.com/photos/339703843/medium.jpeg,,"",,2,0,false,2,"California, US",38.3988704146,-122.6271825953,9,,,,28270,,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
193380110,b6a23b1a-91d2-400d-9920-c6f84a07e8b2,2023-12-07 18:10:14,2023-12-07,2023-12-08 02:10:14 UTC,Pacific Time (US & Canada),744632,christyne57,Christyne Davidian,2023-12-08 13:09:21 UTC,2024-01-17 18:41:58 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/193380110,https://inaturalist-open-data.s3.amazonaws.com/photos/339704004/medium.jpeg,,"",,2,0,false,2,"California, US",38.3891107885,-122.7038119003,9,,,,28270,,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
193403992,f05a9350-d979-4018-b2c3-ae9498f9e26a,2023-12-08 10:16:12-08:00,2023-12-08,2023-12-08 18:16:12 UTC,Pacific Time (US & Canada),2069181,mrgray5001,Perry Gray,2023-12-08 18:23:33 UTC,2024-02-26 21:53:04 UTC,research,,https://www.inaturalist.org/observations/193403992,https://static.inaturalist.org/photos/339746905/medium.jpg,,"","",4,0,false,3,"California, US",38.3914707132,-122.6658617264,4,,,,28270,,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
193762720,cd40fd7d-3c36-4418-be8d-bccdfbad3540,2023-12-01 19:40:37,2023-12-01,2023-12-02 03:40:37 UTC,Pacific Time (US & Canada),6485705,decoyhedgehog,William Walker,2023-12-12 03:09:05 UTC,2024-01-17 18:15:25 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/193762720,https://inaturalist-open-data.s3.amazonaws.com/photos/340414684/medium.jpeg,,"",,2,0,false,2,"California, US",38.3413912355,-122.6702387713,7,,,,28270,,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
193766525,b4089901-4209-4887-af00-cfeb1cbcafb6,2023-12-01 19:25:24,2023-12-01,2023-12-02 03:25:24 UTC,Pacific Time (US & Canada),6485705,decoyhedgehog,William Walker,2023-12-12 04:18:16 UTC,2024-01-17 18:14:06 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/193766525,https://inaturalist-open-data.s3.amazonaws.com/photos/340422317/medium.jpeg,,"",,2,0,false,2,"California, US",38.3248228001,-122.7701689546,6,,,,28270,,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
193845627,f87dc306-1bf5-4ab9-84f0-b10e6f8e8a7a,2023-12-12 14:59:05-08:00,2023-12-12,2023-12-12 22:59:05 UTC,Pacific Time (US & Canada),2069181,mrgray5001,Perry Gray,2023-12-13 03:32:31 UTC,2023-12-23 03:30:00 UTC,research,,https://www.inaturalist.org/observations/193845627,https://static.inaturalist.org/photos/340584963/medium.jpg,,"","",1,0,false,3,"California, US",38.27698823,-122.7870876671,3,,,,28270,,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
194006413,c7cb246f-6b1f-4092-932c-99c5fe8e4bc9,2023-12-07 18:20:58-08:00,2023-12-07,2023-12-08 02:20:58 UTC,Pacific Time (US & Canada),6268850,shelfish,Shelby Erickson,2023-12-15 07:02:14 UTC,2024-04-18 04:59:47 UTC,research,,https://www.inaturalist.org/observations/194006413,https://static.inaturalist.org/photos/340908259/medium.jpg,,"","",2,0,false,3,"California, US",38.2550206584,-122.7882603489,9,,,,28270,,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
194060426,7bc73f90-dedc-4e04-b90e-387874da6c20,2015/08/04 11:58 AM,2015-08-04,2015-08-04 18:58:00 UTC,Pacific Time (US & Canada),47753,idtlinxs,Carlos Alvarado-Laguna,2023-12-15 23:37:20 UTC,2024-03-30 00:00:39 UTC,research,CC-BY-NC-ND,https://www.inaturalist.org/observations/194060426,https://inaturalist-open-data.s3.amazonaws.com/photos/341014193/medium.jpeg,,"",,2,0,false,,"San Luis Obispo County, US-CA, US",35.3620678053,-120.6310352656,100,,,,28706,obscured,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
194060427,1bcecd70-b44f-4afb-b3cc-0a286857b7ce,2015/08/05 9:57 AM,2015-08-05,2015-08-05 16:57:00 UTC,Pacific Time (US & Canada),47753,idtlinxs,Carlos Alvarado-Laguna,2023-12-15 23:37:20 UTC,2024-03-29 23:59:44 UTC,research,CC-BY-NC-ND,https://www.inaturalist.org/observations/194060427,https://inaturalist-open-data.s3.amazonaws.com/photos/341014211/medium.jpeg,,"",,2,0,false,,"San Luis Obispo County, US-CA, US",35.3933173248,-120.6682238561,8,,,,28706,obscured,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
194323926,cd8f3193-f1dd-4f72-894a-fa52b6ddfbd8,2023-12-18 17:42:23,2023-12-18,2023-12-19 01:42:23 UTC,Pacific Time (US & Canada),6539162,cristina936,Cristina Torres Duarte,2023-12-19 02:03:06 UTC,2024-01-20 05:49:22 UTC,research,,https://www.inaturalist.org/observations/194323926,https://static.inaturalist.org/photos/341551951/medium.jpeg,,"",,2,0,false,2,"California, US",38.3233394816,-122.7702218001,9,,,,28270,,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
194328990,c9f1a84c-8555-4c9d-9f7a-fd4ba8be9b43,2023-12-18 19:15:03-08:00,2023-12-18,2023-12-19 03:15:03 UTC,Pacific Time (US & Canada),3247678,keeshkid,,2023-12-19 03:30:52 UTC,2024-02-21 17:17:31 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/194328990,https://inaturalist-open-data.s3.amazonaws.com/photos/341562445/medium.jpg,,"",dead on road by rodeo lagoon,3,0,false,3,"California, US",37.9019668142,-122.5643252102,4,,,,28329,,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
194332179,33daab03-3684-4932-989e-7bcdda8a6868,2023-12-18 18:19:18-08:00,2023-12-18,2023-12-19 02:19:18 UTC,Pacific Time (US & Canada),4193486,kaspalding,,2023-12-19 04:28:35 UTC,2024-04-10 18:02:55 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/194332179,https://inaturalist-open-data.s3.amazonaws.com/photos/341568698/medium.jpg,,"","",1,0,false,3,"California, US",38.3349529615,-122.7294190451,19,,,,28270,,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
194332926,7ef199e0-3796-4a85-8432-3ca6d530bfa1,2023-12-18 19:51:05-08:00,2023-12-18,2023-12-19 03:51:05 UTC,Pacific Time (US & Canada),6367361,tkbasart,,2023-12-19 04:43:11 UTC,2023-12-19 21:32:24 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/194332926,https://inaturalist-open-data.s3.amazonaws.com/photos/341570124/medium.jpg,,"",About 4-5in!!,2,0,false,3,"Monterey County, US-CA, US",36.5756025662,-121.7390016982,4,,,,28534,,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
194334497,210d06cb-9ba8-4409-83ef-c74ca3849204,2023-12-18 18:43:38,2023-12-18,2023-12-19 02:43:38 UTC,Pacific Time (US & Canada),6539162,cristina936,Cristina Torres Duarte,2023-12-19 05:16:09 UTC,2024-01-20 05:49:05 UTC,research,,https://www.inaturalist.org/observations/194334497,https://static.inaturalist.org/photos/341573049/medium.jpeg,,"",,2,0,false,2,"California, US",38.3751753899,-122.6525193203,7,,,,28270,,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
194342433,57e75449-6105-4ac7-8923-1293f4217e9a,2023-12-18 22:57:41-08:00,2023-12-18,2023-12-19 06:57:41 UTC,Pacific Time (US & Canada),4058962,bafflingnewt,Ben DeDominic,2023-12-19 08:25:45 UTC,2023-12-19 18:10:01 UTC,research,,https://www.inaturalist.org/observations/194342433,https://static.inaturalist.org/photos/341589749/medium.jpg,,"","",2,0,false,3,"California, US",38.3781886672,-122.6078021999,72,,,,28270,obscured,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
194342439,b8089718-3c8c-439d-b708-4c56d4f45f35,2023-12-18 23:11:06-08:00,2023-12-18,2023-12-19 07:11:06 UTC,Pacific Time (US & Canada),4058962,bafflingnewt,Ben DeDominic,2023-12-19 08:25:57 UTC,2023-12-19 18:10:38 UTC,research,,https://www.inaturalist.org/observations/194342439,https://static.inaturalist.org/photos/341589762/medium.jpg,,"","",1,0,false,3,"California, US",38.2962484896,-122.8794731546,4,,,,28270,obscured,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
194395608,d2803744-010b-44be-ba73-679db5075b1e,2023-12-19 15:52:51-08:00,2023-12-19,2023-12-19 23:52:51 UTC,Pacific Time (US & Canada),2069181,mrgray5001,Perry Gray,2023-12-20 01:35:42 UTC,2023-12-23 03:28:38 UTC,research,,https://www.inaturalist.org/observations/194395608,https://static.inaturalist.org/photos/341697056/medium.jpg,,"","I have worked at this school for twenty years, and have only seen one red legged frog in all that time.  I have seen four already this year!",1,0,false,3,"California, US",38.3768624177,-122.7685423978,14,,,,28270,,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
194398340,579e2760-2d5c-4f38-bb80-132119d45af2,2023-12-18 21:36:52-08:00,2023-12-18,2023-12-19 05:36:52 UTC,Pacific Time (US & Canada),838692,ibannist,,2023-12-20 02:16:00 UTC,2024-04-10 18:00:20 UTC,research,,https://www.inaturalist.org/observations/194398340,https://static.inaturalist.org/photos/341702086/medium.jpg,,"","",1,0,false,3,"California, US",38.2021626605,-122.7101437941,10,,,,28270,,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
194402959,d0d4d039-1557-4ade-969b-fff4c7d4bb03,2023-12-19 18:45:39-08:00,2023-12-19,2023-12-20 02:45:39 UTC,Pacific Time (US & Canada),552019,btrumper,Brett Trumper,2023-12-20 03:40:43 UTC,2024-04-11 17:53:54 UTC,research,,https://www.inaturalist.org/observations/194402959,https://static.inaturalist.org/photos/341711447/medium.jpg,,"",Saved endangered frog from road,2,0,false,3,"California, US",38.2638096916,-122.7397220607,24,,,,28270,,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
194404933,64a99284-2d7f-45f7-8b1f-6947cc8b037e,2023-12-19 18:34:34-08:00,2023-12-19,2023-12-20 02:34:34 UTC,Pacific Time (US & Canada),6410749,nannis,,2023-12-20 04:15:01 UTC,2024-04-15 20:22:18 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/194404933,https://inaturalist-open-data.s3.amazonaws.com/photos/341714716/medium.jpg,,"","",2,0,false,3,"California, US",38.232758512,-122.6054742604,5005,,,,28270,,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
194407690,ce8f860b-2316-4639-b90b-921ff80bb7da,2023-12-19 19:15:55-08:00,2023-12-19,2023-12-20 03:15:55 UTC,Pacific Time (US & Canada),6310647,newtybynature,,2023-12-20 05:17:33 UTC,2024-04-15 20:19:25 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/194407690,https://inaturalist-open-data.s3.amazonaws.com/photos/341721071/medium.jpg,,"","",2,0,false,3,"California, US",38.2735857233,-122.6247453239,22,,,,28270,,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
194407880,8b11c6f1-6a78-4122-aa9d-a071eeb39628,2023-12-19 20:08:20-08:00,2023-12-19,2023-12-20 04:08:20 UTC,Pacific Time (US & Canada),6268616,cinnamonteal17,,2023-12-20 05:22:30 UTC,2024-04-15 20:28:03 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/194407880,https://inaturalist-open-data.s3.amazonaws.com/photos/341720443/medium.jpg,,"","",2,0,false,3,"California, US",38.3926480363,-122.6403189904,7,,,,28270,,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
194410593,f380c3f5-b211-4c41-ab67-8a0bc734b445,2023-12-19 20:10:28-08:00,2023-12-19,2023-12-20 04:10:28 UTC,Pacific Time (US & Canada),1794307,lbarlas,"",2023-12-20 06:30:01 UTC,2024-04-10 21:00:47 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/194410593,https://inaturalist-open-data.s3.amazonaws.com/photos/341726124/medium.jpg,,"","",2,0,false,3,"California, US",38.2943941544,-122.7535124774,8,,,,28270,,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
194413207,e158e579-5c66-4864-951b-92a599828e6e,2023-12-19 19:06:56,2023-12-19,2023-12-20 03:06:56 UTC,Pacific Time (US & Canada),6305859,craig542,Craig of Sonoma,2023-12-20 07:23:50 UTC,2024-04-16 20:06:50 UTC,research,,https://www.inaturalist.org/observations/194413207,https://static.inaturalist.org/photos/341730429/medium.jpeg,,"","",3,0,false,2,"California, US",38.3602458513,-122.6829480516,3,,,,28270,,obscured,true,,,Rana draytonii,Rana draytonii,California Red-legged Frog,Amphibia,67016
194453309,48b68d73-fbac-49fc-8cc9-16bc7d04341e,2023-12-20 08:08:55,2023-12-20,2023-12-20 16:08:55 UTC,Pacific Time (US & Canada),744632,christyne57,Christyne Davidian,2023-12-20 20:28:01 UTC,2024-04-15 20:15:15 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/194453309,https://inaturalist-open-data.s3.amazonaws.com/photos/341809651/medium.jpeg,,"",Massive Adult ,2,0,false,2,"California, US",38.2748393548,-122.6256779874,9,,,,28270,,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
194483825,bba88d54-f88a-4384-b17b-8b967eaed2ec,2023-12-20 20:07:10-08:00,2023-12-20,2023-12-21 04:07:10 UTC,Pacific Time (US & Canada),1632062,kellyalycemcdonald,,2023-12-21 05:41:41 UTC,2023-12-22 02:42:44 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/194483825,https://inaturalist-open-data.s3.amazonaws.com/photos/341872732/medium.jpg,,"","",1,0,false,3,"San Luis Obispo County, US-CA, US",35.5571301657,-120.8609713589,20,,,,28677,obscured,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
194520205,24833ab9-754d-4c1b-be52-2454ccf0d6c3,2023-12-18 18:58:26,2023-12-18,2023-12-19 02:58:26 UTC,Pacific Time (US & Canada),6485705,decoyhedgehog,William Walker,2023-12-21 18:35:49 UTC,2024-04-10 17:56:27 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/194520205,https://inaturalist-open-data.s3.amazonaws.com/photos/341945055/medium.jpeg,,"",,2,0,false,2,"California, US",38.3969642702,-122.68353225,9,,,,28270,,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
194520217,87928d86-66a4-4e07-b57c-dda7a9769bd9,2023-12-18 19:21:36,2023-12-18,2023-12-19 03:21:36 UTC,Pacific Time (US & Canada),6485705,decoyhedgehog,William Walker,2023-12-21 18:36:05 UTC,2024-04-10 17:58:09 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/194520217,https://inaturalist-open-data.s3.amazonaws.com/photos/341945089/medium.jpeg,,"",,2,0,false,2,"California, US",38.260147812,-122.7777942459,9,,,,28270,,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
194581891,121b7b05-ee50-481c-b50f-5183f70ca270,2023-12-21 17:55:13-08:00,2023-12-21,2023-12-22 01:55:13 UTC,Pacific Time (US & Canada),6492359,tiddlygoose,Bill Prescott,2023-12-22 15:26:14 UTC,2024-04-15 20:10:01 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/194581891,https://inaturalist-open-data.s3.amazonaws.com/photos/342072727/medium.jpg,,"","",3,0,false,3,"California, US",38.3147677568,-122.6858226631,4,,,,28270,,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
194628673,ceb6445c-6e87-4720-9ad6-b3afd04299e2,2023-12-22 18:44:51-08:00,2023-12-22,2023-12-23 02:44:51 UTC,Pacific Time (US & Canada),7407909,fhautau,,2023-12-23 04:30:28 UTC,2024-04-15 20:02:44 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/194628673,https://inaturalist-open-data.s3.amazonaws.com/photos/342169534/medium.jpg,,"","",2,0,false,3,"California, US",38.3080932892,-122.623081866,22,,,,28270,,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
194628851,7bda6816-0b14-4dc9-9aee-67ca00c73e4e,2023-12-22 18:56:20-08:00,2023-12-22,2023-12-23 02:56:20 UTC,Pacific Time (US & Canada),7407909,fhautau,,2023-12-23 04:32:48 UTC,2024-04-15 20:04:17 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/194628851,https://inaturalist-open-data.s3.amazonaws.com/photos/342169778/medium.jpg,,"","",2,0,false,3,"California, US",38.2146306124,-122.6510537888,7,,,,28270,,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
194632646,a54d8ea6-5960-40aa-887e-9549eb365d01,2023-12-22 17:57:55-08:00,2023-12-22,2023-12-23 01:57:55 UTC,Pacific Time (US & Canada),5304884,katiebrammer22,,2023-12-23 06:03:10 UTC,2024-08-29 17:06:56 UTC,research,CC-BY,https://www.inaturalist.org/observations/194632646,https://inaturalist-open-data.s3.amazonaws.com/photos/342178003/medium.jpg,,"","",2,0,false,3,"California, US",38.253542573,-122.7790038459,66,,,,28270,,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
195041323,c6027b5f-60e2-4953-9c54-80f6bded51ac,2023-12-27 18:52:29,2023-12-27,2023-12-28 02:52:29 UTC,Pacific Time (US & Canada),2497254,broman,Randy,2023-12-28 04:01:02 UTC,2024-04-15 20:02:41 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/195041323,https://inaturalist-open-data.s3.amazonaws.com/photos/343018011/medium.jpeg,,"",Not a newt,2,0,false,2,"California, US",38.3313797474,-122.7938012752,5,,,,28270,,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
195049569,36091b73-b7c3-4cfa-b411-c1bc0a1cc707,2023-12-27 18:06:57-08:00,2023-12-27,2023-12-28 02:06:57 UTC,Pacific Time (US & Canada),6461518,carrotloverbee,,2023-12-28 06:48:45 UTC,2023-12-29 03:46:37 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/195049569,https://inaturalist-open-data.s3.amazonaws.com/photos/343035145/medium.jpg,,"","",1,0,false,3,"California, US",38.3048528124,-122.6483552885,4,,,,28270,,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
195049621,3a54c7c4-ea27-49e0-88cf-4867b5d549d4,2023-12-27 18:17:07-08:00,2023-12-27,2023-12-28 02:17:07 UTC,Pacific Time (US & Canada),6461518,carrotloverbee,,2023-12-28 06:50:44 UTC,2023-12-29 03:46:23 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/195049621,https://inaturalist-open-data.s3.amazonaws.com/photos/343035276/medium.jpg,,"","",2,0,false,3,"California, US",38.3635063981,-122.6393378316,7,,,,28270,,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
195104806,a07a9327-3567-4189-8dd5-62b22f5ca787,2023-12-28 08:20:05,2023-12-28,2023-12-28 16:20:05 UTC,Pacific Time (US & Canada),744632,christyne57,Christyne Davidian,2023-12-28 20:53:37 UTC,2024-04-15 19:43:16 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/195104806,https://inaturalist-open-data.s3.amazonaws.com/photos/343143492/medium.jpeg,,"",,2,0,false,2,"California, US",38.3079936586,-122.7251837234,5,,,,28270,,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
195141973,446676a0-e015-4587-baa2-096eed223f6c,2023-12-27 18:52:15-08:00,2023-12-27,2023-12-28 02:52:15 UTC,Pacific Time (US & Canada),2429776,sallygale,Sally Gale,2023-12-29 04:53:57 UTC,2024-04-15 19:50:26 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/195141973,https://inaturalist-open-data.s3.amazonaws.com/photos/343222939/medium.jpg,,"","",2,0,false,3,"California, US",38.3701318836,-122.7738212922,14,,,,28270,,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
195192329,1ce9c092-a9b7-47c0-bd0b-abe11f426d66,2023-12-28 18:02:51-08:00,2023-12-28,2023-12-29 02:02:51 UTC,Pacific Time (US & Canada),6268850,shelfish,Shelby Erickson,2023-12-29 19:03:10 UTC,2024-04-17 22:59:55 UTC,research,,https://www.inaturalist.org/observations/195192329,https://static.inaturalist.org/photos/343321317/medium.jpg,,"","",1,0,false,3,"California, US",38.3782453859,-122.7461212653,9,,,,28270,,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
195226388,e8392223-6382-4ca9-8159-75ea5856a853,2023-12-28 17:52:32,2023-12-28,2023-12-29 01:52:32 UTC,Pacific Time (US & Canada),744632,christyne57,Christyne Davidian,2023-12-30 01:50:21 UTC,2024-04-15 19:47:29 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/195226388,https://inaturalist-open-data.s3.amazonaws.com/photos/343392751/medium.jpeg,,"",,2,0,false,2,"California, US",38.2004231803,-122.7472935273,7,,,,28270,,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
195233596,e8bd8f54-f97f-4481-a592-29be6f00dfec,2023-12-29 18:06:32-08:00,2023-12-29,2023-12-30 02:06:32 UTC,Pacific Time (US & Canada),552019,btrumper,Brett Trumper,2023-12-30 03:27:44 UTC,2024-04-15 19:40:13 UTC,research,,https://www.inaturalist.org/observations/195233596,https://static.inaturalist.org/photos/343407525/medium.jpg,,"","",2,0,false,3,"California, US",38.2017999309,-122.6747194427,233,,,,28270,,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
